tweet_text;Sentiment
"Kalo anak-anak yg diserang sama virus #HepatitisMisterius asli bikin parno banget. Makanya beneran kudu dijaga nih kesehatan anak dan asupan gizinya.
https://t.co/B3og77WvBe";positive
"Fyi guys waspadai penyebaran hepatitis akut misterius
Buat info lebih lengkapnya cek link nya #HepatitisMisterius 
https://t.co/yAEyaJdUV8";positive
"tetep harus waspada #HepatitisMisterius
https://t.co/v3Ou7JvWWw";positive
"Adenovirus sendiri adalah virus yang biasanya muncul karena penularan respirasi atau jalan napas.
#HepatitisMisterius
https://t.co/zH2LG9ZlXj";positive
"Stay safe selalu guys, tetap waspada ya. Karna banyaknya info beredar tentang penyakit hepatitis yang bisa menyebar lewat udara #HepatitisMisterius

https://t.co/QjE7ZhKon4";positive
Makin kesini penyakit makin aneh aneh, stay safe ya bestie #HepatitisMisterius https://t.co/N0R3hRg5Qs;positive
"Indonesia harus tetap waspada karena tersulut kabar adanya wabah baru yakni hepatitis akut misterius yg sedang di teliti oleh AS #HepatitisMisterius
https://t.co/zBgpnlm5kn";positive
"Ada kemungkinan penyakit misterius ini dapat menular melalui udara.
#HepatitisMisterius
https://t.co/i7p1UkGhCD";positive
"ada kemungkinan bahwa #HepatitisMisterius ini dapat menular melalui udara.

https://t.co/h1Kwq6Ifwo";positive
"kenali penyebab penyakit baru yang sekarang  merebak di indonesia yaitu hepatitis akut yang telah merengut nyawa 
 https://t.co/eN1PP3ZjHR";positive
"jaga kesehatan dan kondisi tubuh anda jgn sampe terkena penyakit ini #HepatitisMisterius
https://t.co/65eQuZKGnW";positive
"coba lihat deh penyebab penyakit hepatitis bisa kalian simak di sini #HepatitisMisterius
https://t.co/QtPMF4vg8z";positive
"Masalah kesehatan seperti penyakit hepatitis akut misterius ini sebenarnya masih mencekam beberapa negara termasuk Indonesia #HepatitisMisterius
https://t.co/i3AoC9IB9e";positive
"Tetap waspada dengan  gejala dan cara penularan penyakit yang mulai menyebar ini #HepatitisMisterius
https://t.co/DlknNhAoNm";positive
"Buat kalian selalu stay safe yah, karna lagi merebak nih soal penyakit hepatitis akut misterius 
#hepatitismisterius 
https://t.co/ZVqS7nBS6b";positive
"Protokol kesehatan itu misalnya dengan rutin mencuci tangan, menghindari kerumunan, menggunakan masker dan menjaga jarak ..
https://t.co/yKhsoMSroL";positive
"tetap harus jaga kesehatan #HepatitisMisterius
https://t.co/SGMl65bQzC";positive
"Yuk tetap waspada sama #HepatitisMisterius , cegah bersama dgn tetap biasakan hidup bersih dan sehat ya.

https://t.co/9TEbU1aJhC";positive
Lebih waspada dengan #HepatitisMisterius yg menyerang anak anak https://t.co/H2kQrCCtmg;positive
"Yuk tetap waspada sama #HepatitisMisterius , kenali 5 penyebabnya terjadi hepatitis akut. 
https://t.co/UKDKI9Tz4g";positive
"Jaga kesehatan itu penting banget. Karena makin mewabahnya kasus penyakit #HepatitisMisterius lumayan bikin parno juga. Apalagi buat ibu-ibu yg punya anak balita.
https://t.co/zucSPCWTVN";positive
"semoga kita dijauhkan dari berbagai penyakit ya aamiin #HepatitisMisterius
https://t.co/StIT6Vw5hi";positive
"harus waspada banget nih terhadap penyebaran hepatitis akut misterius #HepatitisMisterius
https://t.co/BhS8m6eICc";positive
"tetap harus waspada dan jaga kesehatan #HepatitisMisterius 
https://t.co/O92GPhAsRl";positive
"Apa gak makin parno nih kalo ternyata hasil penelitian para ahli yg menyebutkan virus #HepatitisMisterius  bisa menyebar lewat udara??
Ini sih artinya harus selalu waspada dan tetap jaga prokes.

https://t.co/wNou0uLs9o";positive
"Sehat sehat yaa Indonesia, semoga semuanya aman. Setelah covid malah sekarnag muncul cacar monyet sama hepatitis #HepatitisMisterius
https://t.co/tlX9geDBK5";positive
Hati hati na buat kita apalagi anak² sekarang lagi banyak kasus yg terkena Hepatitis misterius https://t.co/3tthxWvLVr #hepatitismisterius;positive
Penting nya pencegahan hepatitis akut misterius https://t.co/OYoj6UiA7Z #HepatitisMisterius;positive
Mari lebih berhati hati dengan #HepatitisMisterius ini yg datang tiba tiba https://t.co/Mf8AKnHg3s;positive
"Yuk kita semua sebagai masyarakat Indonesia harus turut serta mewaspadai menyebarnya Hepatitis akut misterius #HepatitisMisterius
https://t.co/efNuTAEPNS";positive
"Covid19 belum beneran bubar eh ada muncul lagi nih virus #HepatitisMisterius yg menjangkiti anak-anak.
Artinya, para orang tua harus makin waspada dalam menjaga kesehatan anak. Dan mengedukasi anak biar tetap jaga kebersihan.

https://t.co/Q2b70IduqL";positive
"Hepatitis akut misterius masih mencekam beberapa negara termasuk Indonesia, bahkan kabarnya bisa menyebar lewat udara. 
#HepatitisMisterius
https://t.co/PXVRrAptOV";positive
"mari bersama mewaspadai penyebaran hepatitis akut misterius
#HepatitisMisterius";positive
"Waspada dan jangan sampai lengah yaa .. karena Hepatitis Akut Misterius ini bisa menyebar lewat udara loh
#HepatitisMisterius
https://t.co/SNGBxR2SjW";positive
Pemerintah kudu beneran ambil tindak pencegahan deh #HepatitisMisterius https://t.co/gHAEA8fHSe;positive
"Waw mengerikan sekali yeeh duh gimananih aku takut banget ama nih #HepatitisMisterius
https://t.co/l9M4Lbdwt5";positive
"Prokes yang berlaku untuk C0vid-19 jangan kendor, kebiasaan yang bagus itu harus terus diterapkan.
#HepatitisMisterius
https://t.co/gBCZrIBX9f";positive
"Dugaan keempat adalah patogen baru yang belum diketahui dan masih diselidiki. Dan hipotesis kelima adalah akibat varian baru SARS-CoV2 yang juga masih diteliti 
#HepatitisMisterius

https://t.co/vxfbf1w0RS";positive
"yuk cari info sebanyak mungkin tentang penyakit aneh ini
#HepatitisMisterius
https://t.co/HczvaymHDj";positive
"Kebijakan kelonggaran kasus Covid-19 oleh AS patitu diwaspadai karena tersulut kabar adanya wabah baru yakni hepatitis akut misterius #HepatitisMisterius
https://t.co/zBgpnlm5kn";positive
"Mari kita lakukan pencegahan dari sekarang, supaya anak-anak indonesia tetap sehat. 
#HepatitisMisterius
https://t.co/D4zP64NBDw";positive
"Masalah kesehatan berupa hepatitis akut secara misterius masih mencekam beberapa negara termasuk Indonesia.. 
#HepatitisMisterius";positive
"Para ahli di seluruh dunia hingga kini masih meneliti asal-usul penyakit hepatitis akut yang banyak menjangkiti anak-anak seperti berikut 
#HepatitisMisterius
https://t.co/fDALaSjQ4h";positive
"Dugaan keempat adalah patogen baru yang belum diketahui dan masih diselidiki.

#HepatitisMisterius

https://t.co/ggQvZ7jROG";positive
"Yuk cegah #HepatitisMisterius sebelum merebak kemana mana nih
https://t.co/8gPE82ulO3";positive
"Gejala tahap awal yakni saat anak mengalami sakit perut, mual, muntah hingga diare. 
#HepatitisMisterius
https://t.co/ULGrBNi2WZ";positive
"Ada kemungkinan penyakit misterius ini dapat menular melalui udara.
#HepatitisMisterius
https://t.co/M3aRUq124Y";positive
"parah nih ih....
waspadai penyebaran hepatitis akut misterius
#HepatitisMisterius
https://t.co/aBCSyYBRcE";positive
"Tetap waspada dan taati Prokes untuk menghindari penularan #HepatitisMisterius
https://t.co/jQvelsNReH";positive
"Abis wabah covid wajib banget ttep waspada dengan #HepatitisMisterius
https://t.co/33PTjP3tYK";positive
"Masalah kesehatan berupa hepatitis akut misterius masih mencekam beberapa negara termasuk Indonesia.
#HepatitisMisterius 
https://t.co/gGOyEvbdCy";positive
"Pertama, infeksi Adenovirus yang normal atau variannya

#HepatitisMisterius

https://t.co/jtCz0HpoYg";positive
"Yuk tetap Waspada gejala yang menyebabkan penyakit hepatitis akut menyebar. Jangan lengah ya guys
#HepatitisMisterius
https://t.co/QzQeE9CwtN";positive
"Kalau di Inggris gejala utamanya adalah kuning, muntah, dan pucat. Kalau di Indonesia, gejala utamanya adalah demam, hilang nafsu makan, dan air seninya coklat seperti teh,” terang Dante.
#hepatitismisterius 
https://t.co/idSLcMbAbl";positive
"Para orang tua dihimbau lebih waspada dan bisa membimbing anak mereka untuk tetap menjaga prokes yang selama ini berlaku untuk mengantisipasi pandemi C0vid-19. 
#HepatitisMisterius
https://t.co/bNHdnr8X5J";positive
Wah emang deh penyakit kayak gini harus ada tindakan #HepatitisMisterius https://t.co/TZbmnOCHne;positive
Masalah kesehatan berupa hepatitis akut misterius masih mencekam beberapa negara termasuk Indonesia. Hati hati yah guys #HepatitisMisterius;positive
"Ga bisa leha leha karna masih ada nih ancaman #HepatitisMisterius
https://t.co/A2usEp504b";positive
"Kalo diliat dr sini penyebarannya ada banyak, dan gejalanya juga udh bermacem2, udah sepatutnya kita aware buat nyegah penyebarannya juga
#HepatitisMisterius https://t.co/yuwFpfbxaX";positive
Harus mencegah masuk nya hepatitis akut yg misterius #HepatitisMisterius;positive
"Selalu waspada yah sekarang ada lagi penyakit #HepatitisMisterius tingkatkan pencegahan penularan penyakit ini 

https://t.co/zZon81arrj";positive
"#HepatitisMisterius
?Tiga tahap gejala yang harus diwaspadai ??
https://t.co/rvteosKNUJ";positive
"harus banyak-banyak pengetahuan tentang penyakit misterius yang sekarang banyak menyebar
#HepatitisMisterius
https://t.co/gLbanR6utU";positive
"yukk sama sama saling jaga..
waspadai penyebaran hepatitis akut misterius
#HepatitisMisterius https://t.co/dqczRZk2FI";positive
"Ada kemungkinan penyakit misterius ini dapat menular melalui udara, duh jadi khawatir
#HepatitisMisterius
https://t.co/maPwHop6Jf";positive
"Diduga penyebarannya memang melalui pernapasan,' kata Direktur Utama Rumah Sakit Penyakit Infeksi
#HepatitisMisterius
https://t.co/5U1RJAgWXL";positive
"Kita perlu waspadai hepatitis akut misterius , jangan anggap remeh penyakit ini #HepatitisMisterius
https://t.co/D8O9dZncAu";positive
"Semoga bisa segera terkendali wabah penyakit ini, kasian banyak anak2 yg jadi korban..
#HepatitisMisterius
https://t.co/H1DNALkSaf";positive
"Fyi guys
#HepatitisMisterius ini menyebar lewat udara lho! Jadi waspada dan jangan lupa gunakan masker 
https://t.co/BQi2N3R2Pb";positive
"Waspada bestie..  Tetap jaga kebersihan dan juga kesehatan kalian. 
#HepatitisMisterius
https://t.co/N2mhhqH9ty";positive
"Pola hidup sehat itu wajib agar mencegah dari #HepatitisMisterius
https://t.co/eO1NajtNVv";positive
"#HepatitisMisterius
https://t.co/CM0sx2uHbQ
Lagi marak banget nih Hepatitis misterius semoga segera hilang ya";positive
"Wakil Menteri Kesehatan Dante Saksono Harbuwono mengatakan ada 5 hipotesis atau dugaan penyebab hepatitis akut yang hingga kini masih misterius. 
#HepatitisMisterius
https://t.co/qipk8b1MfD";positive
"kesehatan nomor satu untuk tertular atau tidak kita hanya bisa berusaha dan ikhtiar
#HepatitisMisterius
https://t.co/h6uDyyNbr4";positive
"Wajib sih hati hati sama #HepatitisMisterius ngeri loh
https://t.co/V0HBhrWaBz";positive
"hepatitis akut atau acute hepatitis of unknown etiology diduga hanya  menyerang anak-anak.

#HepatitisMisterius

https://t.co/FZI0jQoZmw";positive
"Kesehatannitu penting jd harus banget waspada sama #HepatitisMisterius
https://t.co/z07e3QLiYx";positive
"Indonesia harus tetap waspada nih potensi #HepatitisMisterius
https://t.co/Eq7o6jIrpN";positive
"Yuk Kenali 5 Penyebab Terjadinya Hepatitis Akut Misterius yang sedang menyerang saat ini
#HepatitisMisterius";positive
"Wakil Menteri Kesehatan (Wamenkes) Dante Saksono Harbuwono mengatakan ada 5 hipotesis atau dugaan penyebab hepatitis akut yang hingga kini masih misterius
#HepatitisMisterius
https://t.co/bxv7gDe03h";positive
"Tetap terapkan protokol kesehatan di manapun dan kapanpun , serta selalu jaga kesehatan .. 
#HepatitisMisterius 

https://t.co/aVondI5maz";positive
"Yuk mulai sama2 sadar buat bisa ningkatin tingkat ke aware an kita, penyebabnya bisa dr banyak sisi jadi harus bisa lebih hati2 lagi
#HepatitisMisterius https://t.co/HnUVEGct3G";positive
"Hepatitis akut misterius yg menakutkan
#HepatitisMisterius
https://t.co/iTUFHyxeMg";positive
"Hipotesis kedua adalah adanya sindrom SARS-CoV2 pasca infeksi yang sebelumnya tidak diketahui.
#HepatitisMisterius
https://t.co/KwsT5UqvEB";positive
"Kita harus tau nih penyebab dan juga gejala hepatitis akut. 
#HepatitisMisterius
https://t.co/71Nnb0kTny";positive
Bener bener deh nih penyakit ya, bisa nyebar lewat udara loh #HepatitisMisterius https://t.co/qlLcEnlxoI;positive
"info penting nih penyebab penyakit hepatitis bisa kalian simak di sini #HepatitisMisterius
https://t.co/p4nqutMstQ";positive
"#HepatitisMisterius
?Tiga tahap gejala yang harus diwaspadai 
https://t.co/albQLLc6se";positive
Wakil Menteri Kesehatan (Wamenkes) Dante Saksono Harbuwono mengatakan ada 5 hipotesis atau dugaan penyebab hepatitis akut yang hingga kini masih misterius. #HepatitisMisterius https://t.co/FTV4q8P13E;positive
"makan yang banyak teruslah perbaikan gizi untuk membuat imun yang kuat
#HepatitisMisterius
https://t.co/XL1DuN0CTy";positive
"ada 5 hipotesis atau dugaan penyebab hepatitis akut yang hingga kini masih misterius. Ngeri gak sih
#HepatitisMisterius
https://t.co/eAsYYNFx8B";positive
"Guys ternyata ada virus baru #HepatitisMisterius akut bisa menyebar lewat udara hati² ya 
https://t.co/1LR38TSupz";positive
"Ada kemungkinan penyakit misterius ini dapat menular melalui udara. Ngeri.. apalagi ini kebanyakan yg kena anak2 #HepatitisMisterius 
https://t.co/7adw8SThp9";positive
Wah ternyata beneran loh, bahaya banget itu penyakit kalo sampe ketularan #HepatitisMisterius https://t.co/AfIUER0fny;positive
"yok saling jaga...
#HepatitisMisterius
waspadai penyebaran hepatitis akut misterius
https://t.co/aTQ6J1jcoy";positive
"Semua yang baik mesti dilakukan demi menjaga kesehatan kita semua  #HepatitisMisterius 
https://t.co/BvuIXBPBVy";positive
"Protokol kesehatan itu misalnya dengan rutin mencuci tangan, menghindari kerumunan, menggunakan masker dan menjaga jarak.
#HepatitisMisterius
https://t.co/LvzqQgpjyH";positive
"Wakil Menteri Kesehatan (Wamenkes) Dante Saksono Harbuwono mengatakan ada 5 hipotesis atau dugaan penyebab hepatitis akut yang hingga kini masih misterius. 
#HepatitisMisterius
https://t.co/BnYl5iYZ3u";positive
"Emang sih wajib banget loh waspada sama potensi #HepatitisMisterius
https://t.co/S2kcQQKQow";positive
"Ada kemungkinan penyakit misterius ini dapat menular melalui udara. Benar nihhh
#HepatitisMisterius
https://t.co/g1otC0dvwJ";positive
"yuk lebih waspada akan penyakit yang misterius akhir-akhir ini
#HepatitisMisterius
https://t.co/1YdSh3JFj5";positive
Kol bisa sih nyebar, wah apa jangan jangan ini juga konsprirasi #HepatitisMisterius https://t.co/ftMPMpPujM;positive
"Adanya sindrom SARS-CoV2 pasca infeksi yang sebelumnya tidak diketahui.Penyebabnya wajib kita ketahui. 
#HepatitisMisterius
https://t.co/5BFmpPmdUL";positive
Beneran deh, kalo lewat udara menular nya jadi ngeri ya #HepatitisMisterius https://t.co/eUCbbNn3iY;positive
"Para orang tua harus lebih waspada dan bisa membimbing anak² untuk tetap menjaga Prokes 
#HepatitisMisterius https://t.co/ZRLsz7RfNK";positive
"akhir-akhir ini banyak sekali penyakit yang bermunculan kita harus bisa mengenali gejalanya
#HepatitisMisterius
https://t.co/RUVOdwZnBb";positive
"Ayo saat nya waspada dengan adanya penyakit misterius ini, sama sama kita saling menjaga ya
#HepatitisMisterius
https://t.co/HfNJKCvM13";positive
"Wakil Menteri Kesehatan (Wamenkes) Dante Saksono Harbuwono mengatakan salah satunya infeksi Adenovirus yang normal atau variannya.
#HepatitisMisterius 
https://t.co/oQOr3pkGWN";positive
"hati2 guys kenali penyebabnya 
#HepatitisMisterius
https://t.co/UIxU5eF1gS";positive
"Wah apa bener nih Diduga penyebarannya penyakit Hepatitis akut itu melalui pernapasan
#HepatitisMisterius
https://t.co/nFhIQAtDZa";positive
"Kita harus perkuat pencegahan hepatitis akut misterius ini 
#HepatitisMisterius";positive
"jangan lengah....
waspadai penyebaran hepatitis akut misterius
#HepatitisMisterius
https://t.co/GvDteLOK6k";positive
"Para orang tua dihimbau untuk lebih waspada Hepatitis akut misterius karena bisa menyebar melalui udara dan membimbing anak-anak untuk tetap menjaga protokol kesehatan yang selama ini berlaku untuk mengantisipasi pandemi Covid-19.  
#HepatitisMisterius
https://t.co/7dY83VRT88";positive
"??Ada tiga tahap gejala yang akan dialami anak hingga penyakit ini benar-benar menuju ke tahap parah.
#HepatitisMisterius
https://t.co/AP3UopFDIS";positive
"Para ahli di seluruh dunia hingga kini masih meneliti asal-usul penyakit hepatitis akut yang banyak menjangkiti anak-anak
#HepatitisMisterius
https://t.co/vIAUSNwSGZ";positive
"Waspada dan hati dimanapun berada pokoknya jangan luka kenlai 5 peyebab terjadinya #HepatitisMisterius
https://t.co/SrcwRqTqje";positive
"Penyakit apalagi ini mp lom tau penyebabnya..  
#HepatitisMisterius
https://t.co/x8uBailWuz";positive
"hey hey ges penyebab penyakit hepatitis bisa kalian simak di sini #HepatitisMisterius
https://t.co/eOUy3E30A9";positive
"Masalah kesehatan berupa hepatitis akut misterius masih mencekam beberapa negara termasuk Indonesia. Terdapat sejumlah hal yang diduga menjadi penyebab terjadinya masalah kesehatan ini.
#HepatitisMisterius 
https://t.co/Gm3Ih98GzG";positive
"Cara terampuh yang saat ini bisa dilakukan dan tidak mudah terdeteksi adalah dengan pengiriman senjata biologis untuk melumpuhkan kesehatan warga negara tujuan.
#HepatitisMisterius
https://t.co/PynEHhrXuO";positive
"Masalah kesehatan berupa hepatitis akut misterius masih mencekam beberapa negara termasuk Indonesia.
#HepatitisMisterius
https://t.co/hMVlQK1fI9";positive
"Bener gak sih, katanya ada kemungkinan penyakit misterius ini dapat menular melalui udara.
#HepatitisMisterius 
https://t.co/3IofUCtZd2";positive
"perlu adanya tindakan tegas dari pemerintah dalam pencegahan Hepatitis akut misterius
#HepatitisMisterius
https://t.co/uR0KbavQ4a";positive
"Mari kita Kenali 5 penyebab Terjadinya Hepatitis akut yang misterius ini  yang perlu di ketahui 
#HepatitisMisterius
https://t.co/W0OJGnQvRR";positive
"Kita harus memperkuat pencegahan hepatitis akut misterius ini dengan menambah wawasan pengetahuan tentang hepatitis misterius
#HepatitisMisterius";positive
"Waspadalah waspadalah... Hepatitis akut mesterius bisa menyebar lewat udara lho..
#HepatitisMisterius
https://t.co/2cdWpPsRIZ";positive
Ya gak tau lagi deh ama penyakit #HepatitisMisterius bener bener penyakit aneh https://t.co/2HDlk98lT4;positive
"Waspada! Hepatitis Akut Misterius Bisa Menyebar Lewat Udara.
#HepatitisMisterius  
https://t.co/BtrX0iwXmN";positive
"Pada saat panel pemeriksaan Adenovirus, sebagian dari anak-anak (pasien hepatitis akut) tersebut sekitar 70 persen terjangkit Adenovirus,” kata Dante dalam rapat kerja bersama Komisi IX DPR RI beberapa waktu lalu.
#HepatitisMisterius
https://t.co/6MIPWlnT2W";positive
"Bukan tidak mungkin bahwa konspirasi ini adalah bagian dari politik invasi, strategi bisnis vaksin, dan sebagainya.
#HepatitisMisterius
https://t.co/zmJqKfE8Xs";positive
